"","this","needs_this","type"
"2352","movMF","HSAUR2","suggests"
"2353","movMF","colorspace","suggests"
"2354","movMF","corpus.useR.2008.abstracts","suggests"
"2355","mritc","R","depends"
"2356","mritc","lattice","depends"
"2357","mritc","misc3d","depends"
"2358","mritc","oro.nifti","depends"
"2359","mritc","methods","imports"
"2360","mritc","tkrplot","suggests"
"2361","NbClust","R","depends"
"2362","nor1mix","stats","imports"
"2363","nor1mix","graphics","imports"
"2364","nor1mix","cluster","suggests"
"2365","NPflow","R","depends"
"2366","NPflow","Rcpp","depends"
"2367","NPflow","truncnorm","depends"
"2368","NPflow","graphics","imports"
"2369","NPflow","stats","imports"
"2370","NPflow","grDevices","imports"
"2371","NPflow","ellipse","imports"
"2372","NPflow","fastcluster","imports"
"2373","NPflow","gplots","imports"
"2374","NPflow","ggplot2","imports"
"2375","NPflow","pheatmap","imports"
"2376","NPflow","reshape2","imports"
"2377","NPflow","foreach","suggests"
"2378","NPflow","parallel","suggests"
"2379","NPflow","doParallel","suggests"
"2380","NPflow","itertools","suggests"
"2381","NPflow","microbenchmark","suggests"
"2382","optpart","cluster","depends"
"2383","optpart","labdsv","depends"
"2384","optpart","MASS","depends"
"2385","optpart","plotrix","depends"
"2386","optpart","tree","suggests"
"2387","pdfCluster","geometry","imports"
"2388","pdfCluster","methods","imports"
"2389","pdfCluster","cluster","suggests"
"2390","pmclust","R","depends"
"2391","pmclust","pbdMPI","depends"
"2392","pmclust","pbdBASE","depends"
"2393","pmclust","pbdDMAT","depends"
"2394","pmclust","methods","imports"
"2395","pmclust","MASS","imports"
"2396","poLCA","scatterplot3d","depends"
"2397","poLCA","MASS","depends"
"2398","prabclus","R","depends"
"2399","prabclus","MASS","depends"
"2400","prabclus","mclust","depends"
"2401","prabclus","spdep","suggests"
"2402","prabclus","spatialreg","suggests"
"2403","prabclus","bootstrap","suggests"
"2404","prabclus","maptools","suggests"
"2405","prabclus","foreign","suggests"
"2406","prabclus","mvtnorm","suggests"
"2407","prcr","dplyr","imports"
"2408","prcr","tidyr","imports"
"2409","prcr","ggplot2","imports"
"2410","prcr","tibble","imports"
"2411","prcr","irr","imports"
"2412","prcr","lpSolve","imports"
"2413","prcr","purrr","imports"
"2414","prcr","class","imports"
"2415","prcr","rmarkdown","suggests"
"2416","prcr","knitr","suggests"
"2417","PReMiuM","R","depends"
"2418","PReMiuM","Rcpp","imports"
"2419","PReMiuM","ggplot2","imports"
"2420","PReMiuM","cluster","imports"
"2421","PReMiuM","plotrix","imports"
"2422","PReMiuM","gamlss.dist","imports"
"2423","PReMiuM","ald","imports"
"2424","PReMiuM","data.table","imports"
"2425","PReMiuM","spdep","imports"
"2426","PReMiuM","rgdal","imports"
"2427","PReMiuM","testthat","suggests"
"2428","psychomix","R","depends"
"2429","psychomix","flexmix","depends"
"2430","psychomix","psychotools","depends"
"2431","psychomix","graphics","imports"
"2432","psychomix","methods","imports"
"2433","psychomix","stats","imports"
"2434","psychomix","lattice","imports"
"2435","psychomix","Formula","imports"
"2436","psychomix","modeltools","imports"
"2437","psychomix","effects","suggests"
"2438","psychomix","lmtest","suggests"
"2439","psychomix","mRm","suggests"
"2440","psychomix","nnet","suggests"
"2441","psychomix","numDeriv","suggests"
"2442","pvclust","R","depends"
"2443","pvclust","MASS","suggests"
"2444","pvclust","parallel","suggests"
"2445","randomLCA","R","depends"
"2446","randomLCA","lattice","depends"
"2447","randomLCA","boot","imports"
"2448","randomLCA","fastGHQuad","imports"
"2449","randomLCA","Matrix","imports"
"2450","randomLCA","R.rsp","suggests"
"2451","rebmix","R","depends"
"2452","rebmix","methods","imports"
"2453","rebmix","stats","imports"
"2454","rebmix","utils","imports"
"2455","rebmix","graphics","imports"
"2456","rebmix","grDevices","imports"
"2457","rebmix","mvtnorm","imports"
"2458","rebmix","flexmix","suggests"
"2459","rebmix","mclust","suggests"
"2460","rebmix","mixtools","suggests"
"2461","rjags","R","depends"
"2462","rjags","coda","depends"
"2463","rjags","tcltk","suggests"
"2464","Rmixmod","R","depends"
"2465","Rmixmod","Rcpp","depends"
"2466","Rmixmod","methods","imports"
"2467","RPMM","R","depends"
"2468","RPMM","cluster","depends"
"2469","seriation","R","depends"
"2470","seriation","TSP","imports"
"2471","seriation","qap","imports"
"2472","seriation","grid","imports"
"2473","seriation","cluster","imports"
"2474","seriation","gclus","imports"
"2475","seriation","dendextend","imports"
"2476","seriation","colorspace","imports"
"2477","seriation","MASS","imports"
"2478","seriation","gplots","imports"
"2479","seriation","registry","imports"
"2480","seriation","methods","imports"
"2481","seriation","stats","imports"
"2482","seriation","grDevices","imports"
"2483","seriation","biclust","suggests"
"2484","seriation","testthat","suggests"
"2485","seriation","DendSer","suggests"
"2486","seriation","GA","suggests"
"2487","sigclust","R","depends"
"2488","sigclust","methods","depends"
"2489","skmeans","slam","imports"
"2490","skmeans","clue","imports"
"2491","skmeans","cluster","imports"
"2492","skmeans","stats","imports"
"2493","skmeans","utils","imports"
"2494","som","R","depends"
"2495","somspace","R","depends"
"2496","somspace","ggplot2","depends"
"2497","somspace","data.table","depends"
"2498","somspace","kohonen","depends"
"2499","somspace","maps","depends"
"2500","somspace","knitr","suggests"
"2501","somspace","rmarkdown","suggests"
"2502","somspace","testthat","suggests"
"2503","Spectrum","R","depends"
"2504","Spectrum","ggplot2","imports"
"2505","Spectrum","Rtsne","imports"
"2506","Spectrum","ClusterR","imports"
"2507","Spectrum","umap","imports"
"2508","Spectrum","Rfast","imports"
"2509","Spectrum","RColorBrewer","imports"
"2510","Spectrum","diptest","imports"
"2511","Spectrum","knitr","suggests"
"2512","tclust","R","depends"
"2513","tclust","mclust","suggests"
"2514","tclust","cluster","suggests"
"2515","tclust","mvtnorm","suggests"
"2516","tclust","sn","suggests"
"2517","teigen","parallel","imports"
"2518","treeClust","rpart","depends"
"2519","treeClust","cluster","depends"
"2520","treeClust","parallel","suggests"
"2521","trimcluster","R","depends"
"2522","trimcluster","fpc","suggests"
"2523","VarSelLCM","R","depends"
"2524","VarSelLCM","methods","imports"
"2525","VarSelLCM","Rcpp","imports"
"2526","VarSelLCM","parallel","imports"
"2527","VarSelLCM","mgcv","imports"
"2528","VarSelLCM","ggplot2","imports"
"2529","VarSelLCM","shiny","imports"
"2530","VarSelLCM","knitr","suggests"
"2531","VarSelLCM","rmarkdown","suggests"
"2532","VarSelLCM","dplyr","suggests"
"2533","VarSelLCM","htmltools","suggests"
"2534","VarSelLCM","scales","suggests"
"2535","VarSelLCM","plyr","suggests"
"2536","bigrquery","R","depends"
"2537","bigrquery","assertthat","imports"
"2538","bigrquery","bit64","imports"
"2539","bigrquery","curl","imports"
"2540","bigrquery","DBI","imports"
"2541","bigrquery","gargle","imports"
"2542","bigrquery","glue","imports"
"2543","bigrquery","httr","imports"
"2544","bigrquery","jsonlite","imports"
"2545","bigrquery","methods","imports"
"2546","bigrquery","prettyunits","imports"
"2547","bigrquery","progress","imports"
"2548","bigrquery","Rcpp","imports"
"2549","bigrquery","rlang","imports"
"2550","bigrquery","tibble","imports"
"2551","bigrquery","covr","suggests"
"2552","bigrquery","DBItest","suggests"
"2553","bigrquery","dbplyr","suggests"
"2554","bigrquery","dplyr","suggests"
"2555","bigrquery","hms","suggests"
"2556","bigrquery","readr","suggests"
"2557","bigrquery","sodium","suggests"
"2558","bigrquery","testthat","suggests"
"2559","bigrquery","withr","suggests"
"2560","dbfaker","parsedate","imports"
"2561","dbfaker","tidyr","imports"
"2562","dbfaker","RPostgreSQL","imports"
"2563","dbfaker","DBI","imports"
"2564","dbfaker","foreach","imports"
"2565","dbfaker","dplyr","imports"
"2566","dbfaker","assertive","imports"
"2567","dbfaker","testthat","suggests"
"2568","dbfaker","knitr","suggests"
"2569","dbfaker","rmarkdown","suggests"
"2570","dbfaker","doMC","suggests"
"2571","DBI","R","depends"
"2572","DBI","methods","depends"
"2573","DBI","blob","suggests"
"2574","DBI","covr","suggests"
"2575","DBI","hms","suggests"
"2576","DBI","knitr","suggests"
"2577","DBI","magrittr","suggests"
"2578","DBI","rprojroot","suggests"
"2579","DBI","rmarkdown","suggests"
"2580","DBI","RSQLite","suggests"
"2581","DBI","testthat","suggests"
"2582","DBI","xml2","suggests"
"2583","DBItest","R","depends"
"2584","DBItest","blob","imports"
"2585","DBItest","DBI","imports"
"2586","DBItest","desc","imports"
"2587","DBItest","hms","imports"
"2588","DBItest","methods","imports"
"2589","DBItest","R6","imports"
"2590","DBItest","testthat","imports"
"2591","DBItest","withr","imports"
"2592","DBItest","knitr","suggests"
"2593","DBItest","lintr","suggests"
"2594","DBItest","rmarkdown","suggests"
"2595","dbplyr","R","depends"
"2596","dbplyr","assertthat","imports"
"2597","dbplyr","DBI","imports"
"2598","dbplyr","dplyr","imports"
"2599","dbplyr","glue","imports"
"2600","dbplyr","methods","imports"
"2601","dbplyr","purrr","imports"
"2602","dbplyr","R6","imports"
"2603","dbplyr","rlang","imports"
"2604","dbplyr","tibble","imports"
"2605","dbplyr","tidyselect","imports"
"2606","dbplyr","utils","imports"
"2607","dbplyr","bit64","suggests"
"2608","dbplyr","covr","suggests"
"2609","dbplyr","knitr","suggests"
"2610","dbplyr","Lahman","suggests"
"2611","dbplyr","nycflights13","suggests"
"2612","dbplyr","RMariaDB","suggests"
"2613","dbplyr","rmarkdown","suggests"
"2614","dbplyr","RMySQL","suggests"
"2615","dbplyr","RPostgreSQL","suggests"
"2616","dbplyr","RSQLite","suggests"
"2617","dbplyr","testthat","suggests"
"2618","dbplyr","withr","suggests"
"2619","elastic","utils","imports"
"2620","elastic","curl","imports"
"2621","elastic","crul","imports"
"2622","elastic","jsonlite","imports"
"2623","elastic","R6","imports"
"2624","elastic","roxygen2","suggests"
"2625","elastic","knitr","suggests"
"2626","elastic","testthat","suggests"
"2627","filehashSQLite","R","depends"
"2628","filehashSQLite","methods","depends"
"2629","filehashSQLite","filehash","depends"
"2630","filehashSQLite","DBI","depends"
"2631","filehashSQLite","RSQLite","depends"
"2632","filehashSQLite","filehash","imports"
"2633","filehashSQLite","DBI","imports"
"2634","implyr","R","depends"
"2635","implyr","DBI","depends"
"2636","implyr","dplyr","depends"
"2637","implyr","assertthat","imports"
"2638","implyr","dbplyr","imports"
"2639","implyr","methods","imports"
"2640","implyr","rlang","imports"
"2641","implyr","tidyselect","imports"
"2642","implyr","utils","imports"
"2643","implyr","Lahman","suggests"
"2644","implyr","lubridate","suggests"
"2645","implyr","odbc","suggests"
"2646","implyr","RJDBC","suggests"
"2647","implyr","rJava","suggests"
"2648","implyr","nycflights13","suggests"
"2649","implyr","stringr","suggests"
"2650","implyr","testthat","suggests"
"2651","influxdbr","dplyr","imports"
"2652","influxdbr","jsonlite","imports"
"2653","influxdbr","httr","imports"
"2654","influxdbr","magrittr","imports"
"2655","influxdbr","purrr","imports"
"2656","influxdbr","rlang","imports"
"2657","influxdbr","tibble","imports"
"2658","influxdbr","tidyr","imports"
"2659","influxdbr","xts","imports"
"2660","influxdbr","zoo","imports"
"2661","influxdbr","testthat","suggests"
"2662","liteq","assertthat","imports"
"2663","liteq","DBI","imports"
"2664","liteq","rappdirs","imports"
"2665","liteq","RSQLite","imports"
"2666","liteq","callr","suggests"
"2667","liteq","covr","suggests"
"2668","liteq","processx","suggests"
"2669","liteq","testthat","suggests"
"2670","liteq","withr","suggests"
"2671","mongolite","jsonlite","imports"
"2672","mongolite","openssl","imports"
"2673","mongolite","mime","imports"
"2674","mongolite","spelling","suggests"
"2675","mongolite","nycflights13","suggests"
"2676","mongolite","ggplot2","suggests"
"2677","odbc","R","depends"
"2678","odbc","DBI","imports"
"2679","odbc","methods","imports"
"2680","odbc","Rcpp","imports"
"2681","odbc","blob","imports"
"2682","odbc","bit64","imports"
"2683","odbc","hms","imports"
"2684","odbc","tibble","suggests"
"2685","odbc","DBItest","suggests"
"2686","odbc","testthat","suggests"
"2687","odbc","covr","suggests"
"2688","odbc","magrittr","suggests"
"2689","ora","DBI","depends"
"2690","ora","ROracle","depends"
"2691","pointblank","R","depends"
"2692","pointblank","commonmark","imports"
"2693","pointblank","DBI","imports"
"2694","pointblank","dplyr","imports"
"2695","pointblank","glue","imports"
"2696","pointblank","htmltools","imports"
"2697","pointblank","httr","imports"
"2698","pointblank","lubridate","imports"
"2699","pointblank","magrittr","imports"
"2700","pointblank","messaging","imports"
"2701","pointblank","purrr","imports"
"2702","pointblank","readr","imports"
"2703","pointblank","rlang","imports"
"2704","pointblank","rmarkdown","imports"
"2705","pointblank","RMySQL","imports"
"2706","pointblank","RPostgreSQL","imports"
"2707","pointblank","stringr","imports"
"2708","pointblank","tibble","imports"
"2709","pointblank","testthat","suggests"
"2710","pointblank","covr","suggests"
"2711","pool","R","depends"
"2712","pool","methods","depends"
"2713","pool","DBI","imports"
"2714","pool","R6","imports"
"2715","pool","dplyr","imports"
"2716","pool","dbplyr","imports"
"2717","pool","later","imports"
"2718","pool","testthat","suggests"
"2719","pool","tibble","suggests"
"2720","pool","RSQLite","suggests"
"2721","pool","RMySQL","suggests"
"2722","R4CouchDB","R","depends"
"2723","R4CouchDB","bitops","depends"
"2724","R4CouchDB","RCurl","depends"
"2725","R4CouchDB","RJSONIO","depends"
"2726","R4CouchDB","roxygen2","suggests"
"2727","R4CouchDB","testthat","suggests"
"2728","RcppRedis","methods","imports"
"2729","RcppRedis","Rcpp","imports"
"2730","RcppRedis","RApiSerialize","imports"
"2731","RcppRedis","RcppMsgPack","suggests"
"2732","RcppRedis","rredis","suggests"
"2733","RcppRedis","RUnit","suggests"
"2734","redux","R","depends"
"2735","redux","R6","imports"
"2736","redux","storr","imports"
"2737","redux","knitr","suggests"
"2738","redux","rmarkdown","suggests"
"2739","redux","sys","suggests"
"2740","redux","testthat","suggests"
"2741","RGreenplum","R","depends"
"2742","RGreenplum","DBI","imports"
"2743","RGreenplum","RPostgres","imports"
"2744","RGreenplum","methods","imports"
"2745","RGreenplum","DBItest","suggests"
"2746","RGreenplum","testthat","suggests"
"2747","RH2","chron","depends"
"2748","RH2","methods","depends"
"2749","RH2","RJDBC","depends"
"2750","RH2","rJava","depends"
"2751","RJDBC","methods","depends"
"2752","RJDBC","DBI","depends"
"2753","RJDBC","rJava","depends"
"2754","RJDBC","R","depends"
"2755","RMariaDB","R","depends"
"2756","RMariaDB","bit64","imports"
"2757","RMariaDB","DBI","imports"
"2758","RMariaDB","hms","imports"
"2759","RMariaDB","methods","imports"
"2760","RMariaDB","Rcpp","imports"
"2761","RMariaDB","DBItest","suggests"
"2762","RMariaDB","rprojroot","suggests"
"2763","RMariaDB","testthat","suggests"
"2764","RMySQL","R","depends"
"2765","RMySQL","DBI","depends"
"2766","RMySQL","methods","imports"
"2767","RMySQL","RMariaDB","suggests"
"2768","RMySQL","testthat","suggests"
"2769","RMySQL","curl","suggests"
"2770","RODBC","R","depends"
"2771","RODBC","stats","imports"
"2772","ROracle","methods","depends"
"2773","ROracle","DBI","depends"
"2774","ROracle","utils","imports"
"2775","rpostgis","R","depends"
"2776","rpostgis","RPostgreSQL","depends"
"2777","rpostgis","DBI","depends"
"2778","rpostgis","methods","imports"
"2779","rpostgis","raster","imports"
"2780","rpostgis","rgeos","imports"
"2781","rpostgis","sp","imports"
"2782","rpostgis","stats","imports"
"2783","rpostgis","rgdal","suggests"
"2784","rpostgis","wkb","suggests"
"2785","RPostgres","R","depends"
"2786","RPostgres","bit64","imports"
"2787","RPostgres","blob","imports"
"2788","RPostgres","DBI","imports"
"2789","RPostgres","hms","imports"
"2790","RPostgres","methods","imports"
"2791","RPostgres","Rcpp","imports"
"2792","RPostgres","withr","imports"
"2793","RPostgres","DBItest","suggests"
"2794","RPostgres","testthat","suggests"
"2795","RPostgreSQL","R","depends"
"2796","RPostgreSQL","methods","depends"
"2797","RPostgreSQL","DBI","depends"
"2798","RPresto","R","depends"
"2799","RPresto","methods","depends"
"2800","RPresto","DBI","imports"
"2801","RPresto","httr","imports"
"2802","RPresto","openssl","imports"
"2803","RPresto","jsonlite","imports"
"2804","RPresto","stringi","imports"
"2805","RPresto","stats","imports"
"2806","RPresto","Rcpp","imports"
"2807","RPresto","utils","imports"
"2808","RPresto","testthat","suggests"
"2809","RPresto","dplyr","suggests"
"2810","RPresto","dbplyr","suggests"
"2811","RSQLite","R","depends"
"2812","RSQLite","bit64","imports"
"2813","RSQLite","blob","imports"
"2814","RSQLite","DBI","imports"
"2815","RSQLite","memoise","imports"
"2816","RSQLite","methods","imports"
"2817","RSQLite","pkgconfig","imports"
"2818","RSQLite","Rcpp","imports"
"2819","RSQLite","DBItest","suggests"
"2820","RSQLite","knitr","suggests"
"2821","RSQLite","rmarkdown","suggests"
"2822","RSQLite","testthat","suggests"
"2823","sqldf","R","depends"
"2824","sqldf","gsubfn","depends"
"2825","sqldf","proto","depends"
"2826","sqldf","RSQLite","depends"
"2827","sqldf","DBI","imports"
"2828","sqldf","chron","imports"
"2829","sqldf","RH2","suggests"
"2830","sqldf","RMySQL","suggests"
"2831","sqldf","RPostgreSQL","suggests"
"2832","sqldf","svUnit","suggests"
"2833","sqldf","tcltk","suggests"
"2834","sqldf","MASS","suggests"
"2835","TScompare","R","depends"
"2836","TScompare","TSdbi","depends"
"2837","TScompare","tframe","imports"
"2838","TScompare","tfplot","imports"
"2839","TScompare","DBI","imports"
"2840","TScompare","tframePlus","suggests"
"2841","TScompare","TSsql","suggests"
"2842","TScompare","TSMySQL","suggests"
"2843","TScompare","TSSQLite","suggests"
"2844","TScompare","TSmisc","suggests"
"2845","TScompare","zoo","suggests"
"2846","uptasticsearch","R","depends"
"2847","uptasticsearch","assertthat","imports"
"2848","uptasticsearch","data.table","imports"
"2849","uptasticsearch","futile.logger","imports"
"2850","uptasticsearch","httr","imports"
"2851","uptasticsearch","jsonlite","imports"
"2852","uptasticsearch","purrr","imports"
"2853","uptasticsearch","stringr","imports"
"2854","uptasticsearch","utils","imports"
"2855","uptasticsearch","uuid","imports"
"2856","uptasticsearch","knitr","suggests"
"2857","uptasticsearch","rmarkdown","suggests"
"2858","uptasticsearch","testthat","suggests"
"2859","adaptivetau","R","depends"
"2860","bvpSolve","R","depends"
"2861","bvpSolve","deSolve","depends"
"2862","bvpSolve","rootSolve","imports"
"2863","bvpSolve","stats","imports"
"2864","bvpSolve","graphics","imports"
"2865","bvpSolve","grDevices","imports"
"2866","cOde","R","depends"
"2867","cOde","deSolve","suggests"
"2868","cOde","bvpSolve","suggests"
"2869","cOde","testthat","suggests"
"2870","CollocInfer","R","depends"
"2871","CollocInfer","fda","depends"
"2872","CollocInfer","MASS","imports"
"2873","CollocInfer","Matrix","imports"
"2874","CollocInfer","spam","imports"
"2875","CollocInfer","deSolve","imports"
"2876","CollocInfer","methods","imports"
"2877","CollocInfer","pomp","suggests"
"2878","CollocInfer","SparseM","suggests"
"2879","CollocInfer","subplex","suggests"
"2880","CollocInfer","trust","suggests"
"2881","CollocInfer","maxLik","suggests"
"2882","dde","R","depends"
"2883","dde","deSolve","suggests"
"2884","dde","knitr","suggests"
"2885","dde","microbenchmark","suggests"
"2886","dde","rmarkdown","suggests"
"2887","dde","testthat","suggests"
"2888","deSolve","R","depends"
"2889","deSolve","methods","imports"
"2890","deSolve","graphics","imports"
"2891","deSolve","grDevices","imports"
"2892","deSolve","stats","imports"
"2893","deSolve","scatterplot3d","suggests"
"2894","deSolve","FME","suggests"
"2895","deTestSet","R","depends"
"2896","deTestSet","deSolve","depends"
"2897","deTestSet","graphics","imports"
"2898","deTestSet","grDevices","imports"
"2899","deTestSet","stats","imports"
"2900","diffeqr","R","depends"
"2901","diffeqr","JuliaCall","imports"
"2902","diffeqr","stringr","imports"
"2903","diffeqr","testthat","suggests"
"2904","diffeqr","knitr","suggests"
"2905","diffeqr","rmarkdown","suggests"
"2906","dMod","cOde","depends"
"2907","dMod","deSolve","imports"
"2908","dMod","rootSolve","imports"
"2909","dMod","ggplot2","imports"
"2910","dMod","parallel","imports"
"2911","dMod","stringr","imports"
"2912","dMod","plyr","imports"
"2913","dMod","dplyr","imports"
"2914","dMod","foreach","imports"
"2915","dMod","doParallel","imports"
"2916","dMod","MASS","suggests"
"2917","dMod","rPython","suggests"
"2918","dMod","pander","suggests"
"2919","dMod","knitr","suggests"
"2920","dMod","rmarkdown","suggests"
"2921","ecolMod","R","depends"
"2922","ecolMod","rootSolve","depends"
"2923","ecolMod","shape","depends"
"2924","ecolMod","diagram","depends"
"2925","ecolMod","deSolve","depends"
"2926","ecolMod","maps","suggests"
"2927","ecolMod","seacarb","suggests"
"2928","ecolMod","scatterplot3d","suggests"
"2929","ecolMod","deldir","suggests"
"2930","FME","R","depends"
"2931","FME","deSolve","depends"
"2932","FME","rootSolve","depends"
"2933","FME","coda","depends"
"2934","FME","minpack.lm","imports"
"2935","FME","MASS","imports"
"2936","FME","graphics","imports"
"2937","FME","grDevices","imports"
"2938","FME","stats","imports"
"2939","FME","utils","imports"
"2940","FME","minqa","imports"
"2941","FME","diagram","suggests"
"2942","GillespieSSA","R","depends"
"2943","GillespieSSA","grDevices","imports"
"2944","GillespieSSA","graphics","imports"
"2945","GillespieSSA","methods","imports"
"2946","GillespieSSA","stats","imports"
"2947","GillespieSSA","utils","imports"
"2948","GillespieSSA","knitr","suggests"
"2949","GillespieSSA","rmarkdown","suggests"
"2950","GillespieSSA","testthat","suggests"
"2951","mkin","stats","imports"
"2952","mkin","graphics","imports"
"2953","mkin","methods","imports"
"2954","mkin","deSolve","imports"
"2955","mkin","R6","imports"
"2956","mkin","inline","imports"
"2957","mkin","parallel","imports"
"2958","mkin","plyr","imports"
"2959","mkin","numDeriv","imports"
"2960","mkin","knitr","suggests"
"2961","mkin","rbenchmark","suggests"
"2962","mkin","tikzDevice","suggests"
"2963","mkin","testthat","suggests"
"2964","mkin","rmarkdown","suggests"
"2965","mkin","covr","suggests"
"2966","mkin","vdiffr","suggests"
"2967","mkin","benchmarkme","suggests"
"2968","mkin","tibble","suggests"
"2969","nlmeODE","R","depends"
"2970","nlmeODE","deSolve","depends"
"2971","nlmeODE","nlme","depends"
"2972","nlmeODE","lattice","depends"
"2973","odeintr","Rcpp","imports"
"2974","odeintr","testthat","suggests"
"2975","odeintr","BH","suggests"
"2976","PBSddesolve","R","depends"
"2977","PBSddesolve","PBSmodelling","suggests"
"2978","PBSmodelling","R","depends"
"2979","PBSmodelling","methods","imports"
"2980","PBSmodelling","tcltk","imports"
"2981","PBSmodelling","XML","imports"
"2982","PBSmodelling","PBSmapping","suggests"
"2983","PBSmodelling","deSolve","suggests"
"2984","PBSmodelling","KernSmooth","suggests"
"2985","pomp","R","depends"
"2986","pomp","methods","depends"
"2987","pomp","stats","imports"
"2988","pomp","graphics","imports"
"2989","pomp","digest","imports"
"2990","pomp","mvtnorm","imports"
"2991","pomp","deSolve","imports"
"2992","pomp","coda","imports"
"2993","pomp","reshape2","imports"
"2994","pomp","magrittr","imports"
"2995","pomp","plyr","imports"
"2996","pomp","ggplot2","suggests"
"2997","pomp","knitr","suggests"
"2998","pomp","tidyr","suggests"
"2999","pomp","dplyr","suggests"
"3000","pomp","subplex","suggests"
"3001","pracma","R","depends"
"3002","pracma","graphics","imports"
"3003","pracma","grDevices","imports"
"3004","pracma","stats","imports"
"3005","pracma","utils","imports"
"3006","pracma","NlcOptim","suggests"
"3007","pracma","quadprog","suggests"
"3008","QPot","R","depends"
"3009","QPot","MASS","imports"
"3010","QPot","R.rsp","suggests"
"3011","QPot","R.devices","suggests"
"3012","QPot","phaseR","suggests"
"3013","QPot","plot3D","suggests"
"3014","QPot","viridis","suggests"
"3015","QPot","markdown","suggests"
"3016","ReacTran","R","depends"
"3017","ReacTran","rootSolve","depends"
"3018","ReacTran","deSolve","depends"
"3019","ReacTran","shape","depends"
"3020","ReacTran","stats","imports"
"3021","ReacTran","graphics","imports"
"3022","rODE","R","depends"
"3023","rODE","methods","imports"
"3024","rODE","data.table","imports"
"3025","rODE","knitr","suggests"
"3026","rODE","testthat","suggests"
"3027","rODE","rmarkdown","suggests"
"3028","rODE","ggplot2","suggests"
"3029","rODE","dplyr","suggests"
"3030","rODE","tidyr","suggests"
"3031","rODE","covr","suggests"
"3032","rODE","scales","suggests"
"3033","rodeo","R6","imports"
"3034","rodeo","deSolve","imports"
"3035","rodeo","knitr","suggests"
"3036","rodeo","rmarkdown","suggests"
"3037","rodeo","xtable","suggests"
"3038","rodeo","rootSolve","suggests"
"3039","rootSolve","R","depends"
"3040","rootSolve","stats","imports"
"3041","rootSolve","graphics","imports"
"3042","rootSolve","grDevices","imports"
"3043","scaRabee","neldermead","depends"
"3044","scaRabee","lattice","depends"
"3045","scaRabee","grid","depends"
"3046","scaRabee","deSolve","depends"
"3047","scaRabee","utils","depends"
"3048","sde","MASS","depends"
"3049","sde","stats4","depends"
"3050","sde","fda","depends"
"3051","sde","zoo","depends"
"3052","Sim.DiffProc","R","depends"
"3053","Sim.DiffProc","Deriv","imports"
"3054","Sim.DiffProc","MASS","imports"
"3055","Sim.DiffProc","parallel","imports"
"3056","Sim.DiffProc","deSolve","suggests"
"3057","Sim.DiffProc","knitr","suggests"
"3058","Sim.DiffProc","rgl","suggests"
"3059","Sim.DiffProc","rmarkdown","suggests"
"3060","Sim.DiffProc","scatterplot3d","suggests"
"3061","Sim.DiffProc","sm","suggests"
"3062","simecol","R","depends"
"3063","simecol","deSolve","depends"
"3064","simecol","methods","depends"
"3065","simecol","graphics","imports"
"3066","simecol","grDevices","imports"
"3067","simecol","stats","imports"
"3068","simecol","utils","imports"
"3069","simecol","minqa","imports"
"3070","simecol","tcltk","suggests"
"3071","simecol","FME","suggests"
"3072","simecol","lattice","suggests"
"3073","sundialr","Rcpp","imports"
"3074","sundialr","knitr","suggests"
"3075","sundialr","rmarkdown","suggests"
"3076","actuar","R","depends"
"3077","actuar","stats","imports"
"3078","actuar","graphics","imports"
"3079","actuar","expint","imports"
"3080","actuar","MASS","suggests"
"3081","AdMit","mvtnorm","depends"
"3082","AdMit","coda","suggests"
"3083","agricolae","R","depends"
"3084","agricolae","klaR","imports"
"3085","agricolae","MASS","imports"
"3086","agricolae","nlme","imports"
"3087","agricolae","cluster","imports"
"3088","agricolae","spdep","imports"
"3089","agricolae","AlgDesign","imports"
"3090","agricolae","graphics","imports"
"3091","ald","lqr","suggests"
"3092","AtelieR","R","depends"
"3093","AtelieR","proto","depends"
"3094","AtelieR","cairoDevice","depends"
"3095","AtelieR","gWidgetsRGtk2","depends"
"3096","AtelieR","partitions","depends"
"3097","bayesm","R","depends"
"3098","bayesm","Rcpp","imports"
"3099","bayesm","utils","imports"
"3100","bayesm","stats","imports"
"3101","bayesm","graphics","imports"
"3102","bayesm","grDevices","imports"
"3103","bayesm","knitr","suggests"
"3104","bayesm","rmarkdown","suggests"
"3105","BenfordTests","R","depends"
"3106","BenfordTests","grDevices","depends"
"3107","BenfordTests","graphics","depends"
"3108","BenfordTests","stats","depends"
"3109","bivariate","graphics","depends"
"3110","bivariate","stats","depends"
"3111","bivariate","intoo","imports"
"3112","bivariate","barsurf","imports"
"3113","bivariate","mvtnorm","imports"
"3114","bivariate","KernSmooth","imports"
"3115","bivariate","probhat","suggests"
"3116","bivariate","MASS","suggests"
"3117","Bivariate.Pareto","compound.Cox","depends"
"3118","BivarP","dfoptim","depends"
"3119","BivarP","survival","depends"
"3120","BivarP","copula","depends"
"3121","BivGeo","R","depends"
"3122","BivGeo","stats","imports"
"3123","bivgeom","methods","imports"
"3124","bivgeom","stats","imports"
"3125","bivgeom","utils","imports"
"3126","bivgeom","bbmle","imports"
"3127","bivgeom","copula","imports"
"3128","bmixture","R","depends"
"3129","bmixture","BDgraph","imports"
"3130","BMT","partitions","depends"
"3131","BMT","fitdistrplus","depends"
"3132","bridgedist","R","depends"
